name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
Silence,Silence,Marshmello,2017-08-11,180822,81,0.52,0.256,0.52,0.761,4.96E-06,0.17,-3.093,0.0853,141.971,4
Strip That Down,Strip That Down,Liam Payne,2017-05-18,204502,1,0.869,0.246,0.869,0.485,0,0.0765,-5.595,0.0545,106.028,4
Sorry Not Sorry,Tell Me You Love Me (Deluxe),Demi Lovato,2017-09-29,203760,1,0.704,0.0214,0.704,0.633,0,0.29,-6.923,0.241,144.021,4
Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,81,0.522,0.536,0.522,0.385,0,0.135,-7.355,0.0288,89.792,4
Middle Of The Night,Night & Day (Night Edition),The Vamps,2017-07-14,174600,62,0.588,0.0037,0.588,0.749,0,0.0813,-4.323,0.058,130.093,4
Most Girls,Most Girls,Hailee Steinfeld,2017-04-28,204400,74,0.756,0.0478,0.756,0.572,0,0.0853,-7.019,0.0763,102.986,4
2U (feat. Justin Bieber),2U (feat. Justin Bieber),David Guetta,2017-06-09,194896,68,0.548,0.219,0.548,0.65,0,0.225,-5.827,0.0591,144.937,4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,2016-12-09,245200,2,0.735,0.0631,0.735,0.451,1.30E-05,0.325,-8.374,0.0585,117.973,4
Hold On,Hold On,Chord Overstreet,2017-02-03,198853,81,0.618,0.469,0.618,0.443,0,0.0829,-9.681,0.0526,119.949,4
Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,79,0.681,0.64,0.681,0.372,0,0.169,-8.237,0.0432,91.873,4
Mama,Jonas Blue: Electronic Nature - The Mix 2017,Jonas Blue,2017-07-14,181614,53,0.739,0.091,0.739,0.792,0,0.0516,-4.256,0.0418,104.016,4
Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,73,0.65,0.0528,0.65,0.736,0,0.235,-5.84,0.229,159.173,4
Paris,Memories...Do Not Open,The Chainsmokers,2017-04-07,221506,69,0.653,0.0215,0.653,0.658,1.66E-06,0.0939,-6.428,0.0304,99.99,4
Ain't My Fault,So Good,Zara Larsson,2017-03-17,224030,68,0.576,0.00778,0.576,0.782,0,0.285,-4.825,0.0296,141.153,4
Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,79,0.798,0.199,0.798,0.539,1.66E-05,0.165,-6.351,0.0421,136.949,4
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,251088,75,0.72,0.406,0.72,0.763,0,0.18,-4.068,0.0523,101.965,4
Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,85,0.599,0.163,0.599,0.448,0,0.106,-6.312,0.0232,95.05,3
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,2016-10-28,175517,0,0.314,0.157,0.314,0.555,0.000108,0.067,-9.601,0.37,179.666,4
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2017-02-16,220780,75,0.64,0.119,0.64,0.533,0,0.0864,-6.596,0.0706,99.968,4
Slow Hands,Flicker (Deluxe),Niall Horan,2017-10-20,188174,74,0.735,0.011,0.735,0.425,0,0.055,-6.648,0.0464,85.896,4
Havana,Havana,Camila Cabello,2017-08-03,216896,2,0.768,0.186,0.768,0.517,3.80E-05,0.104,-4.323,0.0312,104.992,4
Friends (with BloodPop®),Friends (with BloodPop®),Justin Bieber,2017-08-17,189466,2,0.744,0.00459,0.744,0.739,0,0.306,-5.35,0.0387,104.99,4
Look What You Made Me Do,reputation,Taylor Swift,2017-11-10,211853,74,0.766,0.204,0.766,0.709,1.41E-05,0.126,-6.471,0.123,128.07,4
What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,2017-11-03,199849,1,0.795,0.0786,0.795,0.615,2.98E-06,0.0855,-5.211,0.0671,110.009,4
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,216408,75,0.696,0.075,0.696,0.817,0,0.187,-3.862,0.109,98.064,4
Touch,Touch,Little Mix,2017-03-10,202960,0,0.635,0.04,0.635,0.73,0,0.423,-3.942,0.0965,101.859,4
Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,77,0.624,0.0735,0.624,0.876,0,0.327,-3.374,0.1,99.943,4
Issues,Nervous System,Julia Michaels,2017-07-28,176320,0,0.706,0.413,0.706,0.427,0,0.0609,-6.864,0.0879,113.804,4
September Song,Raised Under Grey Skies (Deluxe),JP Cooper,2017-10-06,220290,71,0.614,0.054,0.614,0.615,0,0.0921,-6.7,0.0444,95.941,4
More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-05-24,203000,2,0.645,0.0323,0.645,0.741,0,0.29,-4.989,0.0339,123.07,4
No Lie,Mad Love The Prequel,Sean Paul,2018-06-29,221176,76,0.742,0.0466,0.742,0.882,0,0.206,-2.862,0.117,102.04,4
Castle on the Hill,÷ (Deluxe),Ed Sheeran,2017-03-03,261153,76,0.461,0.0232,0.461,0.834,1.14E-05,0.14,-4.868,0.0989,135.007,4
Weak,The Click,AJR,2017-06-09,201160,0,0.673,0.137,0.673,0.637,0,0.184,-4.518,0.0429,123.98,4
do re mi,digital druglord,blackbear,2017-04-21,212027,75,0.745,0.00522,0.745,0.593,5.25E-06,0.123,-6.35,0.0526,111.002,3
Without You (feat. Sandro Cavazza),AV_CI (01),Avicii,2017-08-10,181672,76,0.662,0.00163,0.662,0.858,0,0.0456,-4.844,0.0428,133.993,4
Bad Things (with Camila Cabello),bloom,Machine Gun Kelly,2017-05-12,239293,0,0.678,0.206,0.678,0.696,0,0.164,-4.79,0.133,137.822,4
Solo Dance,Solo Dance,Martin Jensen,2016-11-04,174933,1,0.744,0.0435,0.744,0.836,0,0.194,-2.396,0.0507,114.965,4
Malibu,Younger Now,Miley Cyrus,2017-09-29,231906,73,0.573,0.0767,0.573,0.781,2.64E-05,0.0813,-6.406,0.0555,139.934,4
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,DJ Khaled,2017-06-22,288600,72,0.609,0.0552,0.609,0.668,0,0.167,-4.284,0.0367,80.924,4
Him & I,Him & I,G-Eazy,2017-11-30,268866,0,0.589,0.0534,0.589,0.731,0,0.308,-6.343,0.0868,87.908,4
Came Here for Love,Came Here for Love,Sigala,2017-06-09,202999,64,0.708,0.0313,0.708,0.868,0,0.122,-3.287,0.0431,124.994,4
Glorious (feat. Skylar Grey),GEMINI,Macklemore,2017-09-22,220454,75,0.731,0.0323,0.731,0.794,2.59E-05,0.112,-5.126,0.0522,139.994,4
Lonely Together (feat. Rita Ora),AV_CI (01),Avicii,2017-08-09,181812,53,0.655,0.134,0.655,0.666,2.12E-05,0.0683,-5.309,0.0612,102.977,4
What About Us,Beautiful Trauma,P!nk,2017-10-13,269600,73,0.489,0.0285,0.489,0.588,2.11E-06,0.0906,-6.177,0.0507,113.617,4
Call on Me - Ryan Riback Remix,Call On Me (Remixes),Starley,2016-09-23,222040,50,0.67,0.0604,0.67,0.838,0.000611,0.159,-4.031,0.0362,104.998,4
Believer,Evolve,Imagine Dragons,2017-06-23,204346,1,0.779,0.0524,0.779,0.787,0,0.14,-4.305,0.108,124.982,4
Location,American Teen,Khalid,2017-04-27,219080,78,0.736,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,4
Your Song,Your Song,Rita Ora,2017-05-25,180757,66,0.855,0.158,0.855,0.624,0,0.0513,-4.093,0.0488,117.959,4
Ciao Adios,Ciao Adios,Anne-Marie,2017-02-10,200104,60,0.698,0.127,0.698,0.882,0,0.15,-3.078,0.0863,106.083,4
Reggaetón Lento (Remix),Glory Days: The Platinum Edition,Little Mix,2017-11-24,188786,3,0.623,0.158,0.623,0.909,0,0.0972,-3.079,0.0758,93.984,4
Despacito - Remix,VIDA,Luis Fonsi,2019-02-01,230413,70,0.649,0.226,0.649,0.798,0,0.0711,-4.346,0.178,177.899,4
Thunder,Evolve,Imagine Dragons,2017-06-23,187146,3,0.6,0.00683,0.6,0.81,0.21,0.155,-4.749,0.0479,167.88,4
Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-17,225520,63,0.572,0.00638,0.572,0.778,0,0.0563,-5.208,0.233,168.073,4
1-800-273-8255,Everybody,Logic,2017-05-05,250173,1,0.627,0.568,0.627,0.572,1.52E-06,0.198,-7.738,0.0373,100.041,4
...Ready For It?,reputation,Taylor Swift,2017-11-10,208186,71,0.613,0.0527,0.613,0.764,0,0.197,-6.509,0.136,160.015,4
Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,214265,69,0.783,0.343,0.783,0.61,0,0.0983,-6.124,0.0696,100.047,4
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,2016-12-02,253106,72,0.746,0.378,0.746,0.653,0,0.229,-6.745,0.289,75.016,4
24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,77,0.818,0.034,0.818,0.803,0,0.153,-4.282,0.0797,106.97,4
Starboy,Starboy,The Weeknd,2016-11-25,230453,84,0.679,0.141,0.679,0.587,6.35E-06,0.137,-7.015,0.276,186.003,4
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,86,0.841,0.0847,0.841,0.728,0,0.149,-3.37,0.0484,130.049,4
Sign of the Times,Harry Styles,Harry Styles,2017-05-12,340706,81,0.516,0.0275,0.516,0.595,0,0.109,-4.63,0.0313,119.972,4
Mi Gente,Mi Gente,J Balvin,2017-07-04,189029,52,0.548,0.0178,0.548,0.701,1.34E-05,0.134,-4.862,0.0914,104.237,4
I Would Like,So Good,Zara Larsson,2017-03-17,226720,59,0.486,0.0853,0.486,0.713,0,0.0839,-3.949,0.0524,121.028,4
Cold (feat. Future),Red Pill Blues (Deluxe),Maroon 5,2017-11-03,234308,0,0.697,0.118,0.697,0.716,0,0.0424,-6.288,0.113,99.905,4
One Dance,Views,Drake,2016-05-06,173986,2,0.791,0.00784,0.791,0.619,0.00423,0.351,-5.886,0.0532,103.989,4
I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,81,0.556,0.0689,0.556,0.538,0,0.196,-5.408,0.0382,143.95,4
Stargazing,Stargazing - EP,Kygo,2017-09-21,236853,68,0.677,0.152,0.677,0.497,0,0.0911,-5.763,0.0809,99.137,4
Unforgettable,Jungle Rules,French Montana,2017-07-14,233901,79,0.726,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,97.985,4
Rich Love (with Seeb),Rich Love,OneRepublic,2017-07-14,201256,65,0.401,0.167,0.401,0.872,0,0.362,-3.641,0.314,104.592,4
Rolex,Rolex,Ayo & Teo,2017-03-15,238586,73,0.804,0.0837,0.804,0.886,0,0.266,-2.512,0.04,144.946,4
Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,79,0.672,0.0362,0.672,0.655,0,0.117,-5.021,0.0311,134.945,4
Love On The Brain,ANTI,Rihanna,2016-01-28,224000,1,0.509,0.0717,0.509,0.637,1.08E-05,0.0789,-4.83,0.0471,172.006,3
Praying,Praying,Kesha,2017-07-06,230269,1,0.565,0.48,0.565,0.381,0,0.109,-7.204,0.0302,73.483,4
Anywhere,Anywhere,Rita Ora,2017-10-20,215064,65,0.628,0.0364,0.628,0.797,0,0.104,-3.953,0.0596,106.93,4
God's Plan,Scorpion,Drake,2018-06-29,198973,82,0.754,0.0332,0.754,0.449,8.29E-05,0.552,-9.211,0.109,77.169,4
rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,83,0.585,0.124,0.585,0.52,7.01E-05,0.131,-6.136,0.0712,159.801,4
Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,85,0.599,0.163,0.599,0.448,0,0.106,-6.312,0.0232,95.05,3
I Like Me Better,I met you when I was 18. (the playlist),Lauv,2018-05-31,197436,82,0.752,0.535,0.752,0.505,2.55E-06,0.104,-7.621,0.253,91.97,4
Havana (feat. Young Thug),Camila,Camila Cabello,2018-01-12,217306,80,0.765,0.184,0.765,0.523,3.56E-05,0.132,-4.333,0.03,104.988,4
Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,87,0.511,0.349,0.511,0.566,0,0.34,-7.23,0.2,83.903,4
The Middle,The Middle,Zedd,2018-01-23,184732,80,0.753,0.171,0.753,0.657,0,0.112,-3.061,0.0449,107.01,4
FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,80,0.626,0.205,0.626,0.88,0,0.128,-2.384,0.0504,95.079,4
I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,80,0.816,0.099,0.816,0.726,0,0.372,-3.998,0.129,136.048,4
Youngblood,Youngblood,5 Seconds of Summer,2018-04-12,203417,73,0.596,0.0169,0.596,0.854,0,0.124,-5.114,0.463,120.274,4
no tears left to cry,Sweetener,Ariana Grande,2018-08-17,205920,79,0.699,0.04,0.699,0.713,3.11E-06,0.294,-5.507,0.0594,121.993,4
2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,81,0.697,0.0372,0.697,0.683,0,0.137,-2.881,0.117,96.133,4
One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,80,0.791,0.037,0.791,0.862,2.19E-05,0.0814,-3.24,0.11,123.994,4
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,2018-07-12,173799,77,0.56,0.555,0.56,0.68,0,0.116,-7.648,0.321,89.391,4
Rewrite The Stars,Rewrite The Stars,Zac Efron,2017-11-17,217440,73,0.684,0.0716,0.684,0.619,0,0.122,-7.005,0.0386,125.046,4
Happier,Happier,Marshmello,2018-08-17,214289,83,0.687,0.191,0.687,0.792,0,0.167,-2.749,0.0452,100.015,4
lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,87,0.351,0.934,0.351,0.296,0,0.095,-10.109,0.0333,115.284,4
Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,82,0.68,0.331,0.68,0.578,0,0.135,-5.804,0.04,145.038,4
IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,78,0.836,0.0403,0.836,0.544,0,0.0824,-5.975,0.0943,97.028,4
Back To You,13 Reasons Why (Season 2),Selena Gomez,2018-05-18,210240,69,0.6,0.0984,0.6,0.683,1.26E-06,0.11,-6.271,0.0493,102.036,4
God is a woman,Sweetener,Ariana Grande,2018-08-17,197546,79,0.602,0.0233,0.602,0.658,6.00E-05,0.237,-5.934,0.0558,145.031,4
No Brainer,No Brainer,DJ Khaled,2018-07-27,260000,70,0.552,0.0733,0.552,0.76,0,0.0865,-4.706,0.342,135.702,5
Jackie Chan,Jackie Chan,Tiësto,2018-05-18,215759,73,0.747,0.374,0.747,0.834,0,0.0586,-2.867,0.045,128.005,4
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,216631,73,0.755,0.147,0.755,0.599,0,0.109,-5.042,0.224,133.123,4
Mine,COSMIC,Bazzi,2018-04-12,131064,76,0.71,0.0161,0.71,0.789,2.77E-06,0.451,-3.874,0.0722,142.929,4
Silence,Silence,Marshmello,2017-08-11,180822,81,0.52,0.256,0.52,0.761,4.96E-06,0.17,-3.093,0.0853,141.971,4
Let You Down,Perception,NF,2017-10-06,212120,81,0.662,0.312,0.662,0.714,0,0.179,-5.68,0.121,147.997,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,76,0.664,0.0337,0.664,0.708,0,0.0841,-4.154,0.0474,103.07,4
Him & I (with Halsey),The Beautiful & Damned,G-Eazy,2017-12-15,268866,76,0.589,0.0534,0.589,0.731,0,0.308,-6.343,0.0868,87.908,4
Wolves,Wolves,Selena Gomez,2017-10-25,197993,79,0.724,0.124,0.724,0.804,0,0.204,-4.614,0.0448,124.987,4
SAD!,?,XXXTENTACION,2018-03-16,166605,85,0.74,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,4
Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,228373,81,0.461,0.17,0.461,0.593,0,0.307,-4.954,0.0356,134.17,3
Love Lies (with Normani),Love Lies (with Normani),Khalid,2018-02-14,201707,74,0.708,0.0956,0.708,0.648,0,0.134,-5.626,0.0449,143.955,4
In My Feelings,Scorpion,Drake,2018-06-29,217925,77,0.835,0.0589,0.835,0.626,6.00E-05,0.396,-5.833,0.125,91.03,4
New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,79,0.762,0.00261,0.762,0.7,1.56E-05,0.153,-6.021,0.0694,116.073,4
Rise,Blue,Jonas Blue,2018-11-09,194407,69,0.687,0.327,0.687,0.785,0,0.203,-4.65,0.0333,106.046,4
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,235545,74,0.851,0.568,0.851,0.541,0,0.13,-6.825,0.0505,124.959,4
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,2018-02-09,232186,79,0.698,0.0605,0.698,0.633,0.000194,0.0926,-4.946,0.0597,96.924,4
changes,?,XXXTENTACION,2018-03-16,121886,83,0.669,0.883,0.669,0.308,0,0.0984,-10.068,0.029,64.934,4
I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,81,0.556,0.0689,0.556,0.538,0,0.196,-5.408,0.0382,143.95,4
In My Blood,Shawn Mendes,Shawn Mendes,2018-05-25,211360,76,0.622,0.0573,0.622,0.712,0,0.13,-7.321,0.066,140.025,4
Be Alright,Be Alright,Dean Lewis,2018-06-29,196373,80,0.553,0.697,0.553,0.586,0,0.0813,-6.319,0.0362,126.684,4
Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2017-12-20,217288,74,0.704,0.0185,0.704,0.859,0,0.0215,-4.877,0.0996,105.115,4
Body (feat. brando),Body (feat. brando),Loud Luxury,2017-10-27,163216,22,0.752,0.0476,0.752,0.764,9.44E-05,0.0543,-4.399,0.038,121.958,4
Trip,Ella Mai,Ella Mai,2018-10-12,213993,73,0.477,0.225,0.477,0.61,0,0.107,-5.628,0.144,79.882,4
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,2017-08-11,163870,76,0.643,0.047,0.643,0.783,0,0.083,-6.458,0.0856,154.084,4
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,212500,77,0.842,0.157,0.842,0.801,4.82E-06,0.0642,-4.167,0.228,95.881,4
Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,201000,79,0.681,0.64,0.681,0.372,0,0.169,-8.237,0.0432,91.873,4
I Miss You (feat. Julia Michaels),What Is Love? (Deluxe Edition),Clean Bandit,2018-11-30,205986,71,0.693,0.299,0.693,0.624,7.64E-06,0.0955,-7.482,0.0448,105.002,4
SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,85,0.834,0.00513,0.834,0.73,0,0.124,-3.714,0.222,155.008,4
Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,232959,76,0.884,0.0236,0.884,0.559,0,0.101,-7.442,0.12,97.994,4
Tequila,Dan + Shay,Dan + Shay,2018-06-22,196746,72,0.489,0.0312,0.489,0.581,0,0.132,-5.731,0.0281,86.016,4
Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,181279,73,0.675,0.0604,0.675,0.751,0,0.0893,-3.539,0.0296,118.384,4
Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,Post Malone,2018-04-27,221440,78,0.75,0.546,0.75,0.56,0,0.111,-8.094,0.105,140.06,4
Moonlight,?,XXXTENTACION,2018-03-16,135090,84,0.921,0.556,0.921,0.537,0.00404,0.102,-5.723,0.0804,128.009,4
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,210772,75,0.653,0.194,0.653,0.809,0,0.165,-4.057,0.0474,92.213,4
Never Be the Same,Camila,Camila Cabello,2018-01-12,226973,71,0.637,0.181,0.637,0.713,0.000637,0.137,-4.333,0.0747,129.923,4
Bodak Yellow,Invasion of Privacy,Cardi B,2018-04-06,223712,75,0.926,0.0659,0.926,0.703,0,0.231,-6.337,0.103,125.022,4
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,2018-05-17,222653,73,0.737,0.0441,0.737,0.636,6.66E-05,0.35,-4.546,0.0437,105.005,4
How Long,Voicenotes,Charlie Puth,2018-05-11,200853,71,0.845,0.211,0.845,0.561,3.49E-06,0.0383,-5.253,0.0778,109.974,4
FEFE,DUMMY BOY,6ix9ine,2018-11-27,179404,73,0.931,0.088,0.931,0.387,0,0.136,-9.127,0.412,125.978,4
Bad Vibe,Bad Vibe,M.O,2018-01-25,214253,55,0.813,0.178,0.813,0.701,0,0.0962,-4.428,0.0449,110.009,4
Delicate,reputation,Taylor Swift,2017-11-10,232253,75,0.75,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4
German,German,EO,2018-04-06,170825,62,0.862,0.811,0.862,0.583,1.86E-05,0.191,-6.26,0.0654,103.019,4
MotorSport,Culture II,Migos,2018-01-26,303076,73,0.904,0.0305,0.904,0.518,0,0.325,-5.32,0.183,137.996,4
I'll Be There,I'll Be There,Jess Glynne,2018-05-03,193923,67,0.623,0.0228,0.623,0.851,0,0.12,-3.111,0.0409,100.063,4
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,77,0.8,0.264,0.8,0.585,0,0.153,-7.343,0.0924,126.058,4
Wait,Red Pill Blues (Deluxe),Maroon 5,2018-06-15,190642,62,0.655,0.0959,0.655,0.603,0,0.107,-5.014,0.0555,126.088,4
If You're Over Me,If You're Over Me,Years & Years,2018-05-10,189000,60,0.647,0.0615,0.647,0.853,0,0.062,-4.516,0.0904,103.846,4
Tip Toe (feat. French Montana),Tip Toe (feat. French Montana),Jason Derulo,2017-11-10,187521,66,0.845,0.0233,0.845,0.709,0,0.094,-4.547,0.0714,98.062,4
Nice For What,Scorpion,Drake,2018-06-29,210746,76,0.585,0.0891,0.585,0.909,9.70E-05,0.119,-6.474,0.0707,93.372,4
Boo'd Up,READY,Ella Mai,2017-02-22,256063,70,0.561,0.0862,0.561,0.779,0,0.078,-5.107,0.0531,81.965,4
Ric Flair Drip (& Metro Boomin),Without Warning,21 Savage,2017-10-30,172800,80,0.88,0.149,0.88,0.428,5.07E-05,0.114,-8.28,0.206,100.007,4
Walk It Talk It,Culture II,Migos,2018-01-26,276147,74,0.907,0.0876,0.907,0.633,2.60E-06,0.106,-5.145,0.184,145.914,4
What Lovers Do (feat. SZA),Red Pill Blues (Deluxe),Maroon 5,2018-06-15,199849,71,0.799,0.0788,0.799,0.597,5.66E-06,0.1,-5.131,0.0611,110.001,4
Thunder,Evolve,Imagine Dragons,2017-06-23,187146,82,0.605,0.00671,0.605,0.822,0.134,0.147,-4.833,0.0438,167.997,4
This Is Me,This Is Me,Keala Settle,2017-10-27,234706,64,0.284,0.00583,0.284,0.704,0.000115,0.0424,-7.276,0.186,191.702,4
Pray For Me (with Kendrick Lamar),Black Panther The Album Music From And Inspired By,Kendrick Lamar,2018-02-09,211440,73,0.735,0.0762,0.735,0.677,2.17E-05,0.111,-4.979,0.093,100.584,4
Answerphone (feat. Yxng Bane),Answerphone (feat. Yxng Bane),Banx & Ranx,2018-03-15,190920,57,0.671,0.0387,0.671,0.834,0,0.454,-3.928,0.0885,113.021,4
Nonstop,Scorpion,Drake,2018-06-29,238614,77,0.912,0.0165,0.912,0.412,0.0126,0.104,-8.074,0.123,154.983,4
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,84,0.825,0.581,0.825,0.652,0,0.0931,-3.183,0.0802,95.977,4
Shotgun,Staying at Tamara's,George Ezra,2018-03-23,201287,77,0.672,0.286,0.672,0.735,0,0.242,-4.733,0.0457,115.741,4
The Greatest Show,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,2017-12-08,302146,75,0.417,0.000239,0.417,0.824,0.0545,0.0725,-7.36,0.105,157.92,4
Mo Bamba,MUDBOY,Sheck Wes,2018-10-05,183906,77,0.729,0.194,0.729,0.625,0.00986,0.248,-5.266,0.0315,146.034,4
For You (Fifty Shades Freed) (& Rita Ora),Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,245453,63,0.541,0.0167,0.541,0.787,0,0.157,-4.618,0.0331,113,4
River (feat. Ed Sheeran),Revival,Eminem,2017-12-15,221013,72,0.748,0.142,0.748,0.749,0,0.0713,-5.916,0.516,90.09,4
Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,142273,77,0.963,0.0355,0.963,0.346,0,0.108,-9.309,0.53,119.957,4
Simple,Can't Say I Ain't Country,Florida Georgia Line,2019-02-15,185200,71,0.362,0.0791,0.362,0.882,0,0.15,-3.717,0.0973,199.811,4
Be Careful,Invasion of Privacy,Cardi B,2018-04-06,210787,68,0.82,0.0256,0.82,0.568,0,0.0952,-8.23,0.411,152.279,4
Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,79,0.704,0.217,0.704,0.611,0,0.0812,-6.112,0.0409,100,4
Jumanji,Jumanji,B Young,2018-01-05,173153,61,0.791,0.279,0.791,0.473,0,0.0959,-9.86,0.25,95.948,4
17,17,MK,2017-09-01,196489,64,0.703,0.00149,0.703,0.832,0.127,0.0696,-7.202,0.0689,122.029,4
Stir Fry,Culture II,Migos,2018-01-26,190288,70,0.817,0.00263,0.817,0.816,0,0.159,-5.402,0.269,181.982,4
Lullaby,Lullaby,Sigala,2018-02-23,204022,59,0.725,0.0784,0.725,0.834,1.27E-05,0.0834,-3.913,0.037,120.026,4
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2018-02-09,181263,74,0.922,0.00104,0.922,0.581,5.86E-05,0.105,-7.495,0.27,140.022,4
Te Boté - Remix,Te Boté (Remix),Nio Garcia,2018-04-13,417920,76,0.903,0.542,0.903,0.675,1.28E-05,0.0595,-3.445,0.214,96.507,4
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",STAY DANGEROUS,YG,2018-08-03,237240,69,0.745,0.00552,0.745,0.346,0,0.0881,-7.709,0.331,203.911,4
In My Mind,In My Mind,Dynoro,2018-06-08,184560,80,0.694,0.176,0.694,0.77,1.10E-05,0.118,-5.335,0.149,125.905,4
Sin Pijama,Sin Pijama,Becky G,2018-04-20,188560,71,0.791,0.354,0.791,0.745,2.93E-05,0.104,-3.695,0.0464,94.014,4
I'm Upset,Scorpion,Drake,2018-06-29,214466,69,0.899,0.279,0.899,0.586,0,0.0836,-7.866,0.343,150.002,4
Old Town Road - Remix,7 EP,Lil Nas X,2019-06-21,157066,80,0.878,0.0533,0.878,0.619,0,0.113,-5.56,0.102,136.041,4
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,194087,86,0.701,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,4
Señorita,Shawn Mendes (Deluxe),Shawn Mendes,2019-06-19,190799,80,0.759,0.0392,0.759,0.548,0,0.0828,-6.049,0.029,116.967,4
